"visitnumber","visitid","visitstarttime","date","fullvisitorid","channelgrouping","socialengagementtype","pageviews","unit_price"
1,1494874673,1494874673,"2017-05-15",1.5730380300356526E+18,"Direct","Not Socially Engaged",1,0
2,1494875532,1494875532,"2017-05-15",3.019538904867117E+18,"Organic Search","Not Socially Engaged",1,0
1,1494980382,1494980382,"2017-05-16",6.466336805683952E+18,"Organic Search","Not Socially Engaged",1,0
1,1494946148,1494946148,"2017-05-16",8.264531942392734E+18,"Organic Search","Not Socially Engaged",1,0
8,1494871851,1494871851,"2017-05-15",2.9339629715016013E+18,"Organic Search","Not Socially Engaged",1,0
2,1494924596,1494924596,"2017-05-16",4.0598522517506534E+18,"Organic Search","Not Socially Engaged",1,0
1,1494955992,1494955992,"2017-05-16",3.411780667645626E+18,"Direct","Not Socially Engaged",1,0
1,1494983631,1494983631,"2017-05-16",3.077163680959879E+17,"Direct","Not Socially Engaged",1,0
1,1494950814,1494950814,"2017-05-16",4.327219145331524E+18,"Organic Search","Not Socially Engaged",1,0
1,1494975729,1494975729,"2017-05-16",8.069165941392562E+18,"Direct","Not Socially Engaged",1,0
1,1494961034,1494961034,"2017-05-16",7.906122691621449E+18,"Organic Search","Not Socially Engaged",1,0
1,1495050623,1495050623,"2017-05-17",8.882384650847435E+18,"Organic Search","Not Socially Engaged",1,0
1,1495012937,1495012937,"2017-05-17",5.811061574912856E+18,"Organic Search","Not Socially Engaged",1,0
1,1495033927,1495033927,"2017-05-17",6.753073452023111E+18,"Organic Search","Not Socially Engaged",1,0
1,1495049173,1495049173,"2017-05-17",9.120114707243117E+18,"Organic Search","Not Socially Engaged",1,0
2,1493994004,1493994004,"2017-05-05",7.419322399518672E+16,"Referral","Not Socially Engaged",1,0
3,1494702856,1494702856,"2017-05-13",5.330309903920569E+18,"Direct","Not Socially Engaged",1,0
2,1500906050,1500906050,"2017-07-24",5.937009325734097E+18,"Organic Search","Not Socially Engaged",1,0
1,1501236877,1501236877,"2017-07-28",3.7563033463859287E+18,"Direct","Not Socially Engaged",1,0
1,1497669588,1497669588,"2017-06-16",14173175789314708,"Organic Search","Not Socially Engaged",1,0
7,1499969661,1499969661,"2017-07-13",5.167846865793406E+18,"Referral","Not Socially Engaged",1,0
1,1499820214,1499820214,"2017-07-11",8.347888080108577E+18,"Organic Search","Not Socially Engaged",1,0
3,1501183151,1501183151,"2017-07-27",5.0528492596232E+18,"Organic Search","Not Socially Engaged",2,0
1,1495003326,1495003326,"2017-05-16",1.7524777134840625E+18,"Organic Search","Not Socially Engaged",2,0
1,1494877687,1494877687,"2017-05-15",8.72663905992513E+18,"Organic Search","Not Socially Engaged",2,0
1,1494960101,1494960101,"2017-05-16",7.363335572396635E+17,"Organic Search","Not Socially Engaged",1,0
1,1498337645,1498337645,"2017-06-24",5.326592675705401E+18,"Organic Search","Not Socially Engaged",3,0
1,1498286320,1498286320,"2017-06-23",5.963882720926735E+18,"Referral","Not Socially Engaged",3,0
1,1500459078,1500459078,"2017-07-19",7.665413257414975E+18,"Organic Search","Not Socially Engaged",6,8990000
1,1493804123,1493804123,"2017-05-03",7.688151837326368E+18,"Referral","Not Socially Engaged",7,9090000
1,1495311379,1495311379,"2017-05-20",7.218554056763565E+16,"Direct","Not Socially Engaged",7,13980000
1,1496712837,1496712837,"2017-06-05",2.7283778086031063E+18,"Organic Search","Not Socially Engaged",8,23090000
1,1498544974,1498544974,"2017-06-26",6.335308434861225E+18,"Referral","Not Socially Engaged",13,61590000
80,1495560316,1495560316,"2017-05-23",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
1,1497503976,1497503976,"2017-06-14",5.756758240116515E+18,"Social","Not Socially Engaged",1,0
1,1497459415,1497459415,"2017-06-14",8.799503511736215E+18,"Social","Not Socially Engaged",1,0
2,1497484823,1497484823,"2017-06-14",4.068622960937073E+18,"Social","Not Socially Engaged",1,0
1,1496783486,1496783486,"2017-06-06",5.867066720989091E+18,"Social","Not Socially Engaged",1,0
2,1501057445,1501057445,"2017-07-26",7.917898446611347E+18,"Direct","Not Socially Engaged",1,0
1,1494818399,1494818399,"2017-05-14",1.445515036696333E+18,"Organic Search","Not Socially Engaged",1,0
25,1496156077,1496156077,"2017-05-30",4.710451593046097E+18,"Organic Search","Not Socially Engaged",1,0
1,1500994179,1500994179,"2017-07-25",5.266946084397725E+18,"Organic Search","Not Socially Engaged",1,0
1,1494250172,1494250172,"2017-05-08",3.804601241841889E+18,"Direct","Not Socially Engaged",1,0
1,1500348135,1500348135,"2017-07-17",2.4064717399811323E+18,"Organic Search","Not Socially Engaged",1,0
1,1501168169,1501168169,"2017-07-27",3.2233317343496817E+18,"Direct","Not Socially Engaged",1,0
1,1501187363,1501187363,"2017-07-27",9.46798145442947E+18,"Organic Search","Not Socially Engaged",1,0
1,1497799145,1497799145,"2017-06-18",9.258656605586213E+17,"Organic Search","Not Socially Engaged",1,0
6,1500319534,1500319534,"2017-07-17",8.962871145185726E+18,"Organic Search","Not Socially Engaged",1,0
1,1500307460,1500307460,"2017-07-17",8.962871145185726E+18,"Organic Search","Not Socially Engaged",1,0
1,1497622029,1497622029,"2017-06-16",4.076697531782214E+17,"Organic Search","Not Socially Engaged",1,0
1,1496129992,1496129992,"2017-05-30",9.987588094570928E+18,"Direct","Not Socially Engaged",1,0
1,1499864215,1499864215,"2017-07-12",3.3741341802312443E+18,"Organic Search","Not Socially Engaged",1,0
1,1494443888,1494443888,"2017-05-10",4.05283778100322E+18,"Organic Search","Not Socially Engaged",1,0
1,1495677903,1495677903,"2017-05-24",4.407160851603789E+18,"Organic Search","Not Socially Engaged",1,0
1,1501104428,1501104428,"2017-07-26",6.852888091976039E+18,"Direct","Not Socially Engaged",1,0
1,1494964136,1494964136,"2017-05-16",2.1286937624014185E+18,"Direct","Not Socially Engaged",1,0
1,1494873020,1494873020,"2017-05-15",5.715954963377596E+18,"Organic Search","Not Socially Engaged",1,0
1,1494955769,1494955769,"2017-05-16",3.898628419080964E+18,"Organic Search","Not Socially Engaged",1,0
1,1494876630,1494876630,"2017-05-15",2.2143602282414543E+18,"Direct","Not Socially Engaged",1,0
1,1494966547,1494966547,"2017-05-16",6.934678779418665E+18,"Organic Search","Not Socially Engaged",1,0
1,1494985123,1494985123,"2017-05-16",7.417608044798444E+18,"Organic Search","Not Socially Engaged",1,0
1,1494937137,1494937137,"2017-05-16",4.294034034754007E+17,"Organic Search","Not Socially Engaged",1,0
1,1494889919,1494889919,"2017-05-15",2.373704780615167E+18,"Organic Search","Not Socially Engaged",1,0
2,1494901205,1494901205,"2017-05-15",8.038262092512737E+18,"Organic Search","Not Socially Engaged",1,0
1,1494985201,1494985201,"2017-05-16",3.508419666243875E+18,"Organic Search","Not Socially Engaged",1,0
2,1495001531,1495001531,"2017-05-16",4.661056240589056E+18,"Organic Search","Not Socially Engaged",1,0
2,1494917308,1494917308,"2017-05-15",2.1365693390657267E+18,"Organic Search","Not Socially Engaged",1,0
2,1494975615,1494975615,"2017-05-16",6.440733240101077E+18,"Organic Search","Not Socially Engaged",1,0
1,1494957028,1494957028,"2017-05-16",9.22289066771328E+17,"Organic Search","Not Socially Engaged",1,0
1,1494873686,1494873686,"2017-05-15",1.9809922074260125E+17,"Organic Search","Not Socially Engaged",1,0
9,1494871093,1494871093,"2017-05-15",3.8200345082213376E+18,"Organic Search","Not Socially Engaged",1,0
1,1495007441,1495007441,"2017-05-17",5.412765638056259E+18,"Organic Search","Not Socially Engaged",1,0
2,1495007382,1495007382,"2017-05-17",8.389116265015065E+18,"Organic Search","Not Socially Engaged",1,0
4,1501164230,1501164230,"2017-07-27",7.291215874903882E+18,"Referral","Not Socially Engaged",1,0
31,1498060612,1498060612,"2017-06-21",4.731929753431037E+18,"Paid Search","Not Socially Engaged",1,0
1,1497735696,1497735696,"2017-06-17",5.47833900317571E+18,"Organic Search","Not Socially Engaged",1,0
1,1500579654,1500579654,"2017-07-20",5.977438974523222E+18,"Organic Search","Not Socially Engaged",2,0
1,1498277761,1498277761,"2017-06-23",7.552384169787531E+18,"Direct","Not Socially Engaged",2,0
1,1500237894,1500237894,"2017-07-16",1.2590948884908524E+18,"Referral","Not Socially Engaged",2,0
1,1501502560,1501502560,"2017-07-31",9.916872303908399E+17,"Organic Search","Not Socially Engaged",2,0
1,1500601819,1500601819,"2017-07-20",7.662446991619986E+18,"Referral","Not Socially Engaged",2,0
5,1500059079,1500059079,"2017-07-14",9.472236102574322E+18,"Direct","Not Socially Engaged",1,4990000
1,1493687824,1493687824,"2017-05-01",2.290027291121837E+17,"Direct","Not Socially Engaged",3,0
1,1498505041,1498505041,"2017-06-26",6.888274956246867E+18,"Organic Search","Not Socially Engaged",3,0
1,1494949845,1494949845,"2017-05-16",5.405762006852973E+18,"Direct","Not Socially Engaged",3,0
1,1499181217,1499181217,"2017-07-04",7.981653016981659E+18,"Direct","Not Socially Engaged",3,0
1,1501513557,1501513557,"2017-07-31",1.0767400833606559E+18,"Direct","Not Socially Engaged",3,0
1,1495506458,1495506458,"2017-05-22",7.678877091462143E+18,"Direct","Not Socially Engaged",2,6990000
3,1498744964,1498744964,"2017-06-29",6.089229728273531E+18,"Referral","Not Socially Engaged",2,10990000
1,1500562747,1500562747,"2017-07-20",8.945623842050901E+18,"Referral","Not Socially Engaged",4,0
15,1495570810,1495570810,"2017-05-23",9.02684071808201E+18,"Direct","Not Socially Engaged",3,329000000
3,1500330343,1500330343,"2017-07-17",1.1533549463230625E+18,"Referral","Not Socially Engaged",4,10630000
1,1501510254,1501510254,"2017-07-31",3.724799857877602E+18,"Organic Search","Not Socially Engaged",5,0
1,1495380179,1495380179,"2017-05-21",1.3123875295693821E+17,"Direct","Not Socially Engaged",7,6990000
3,1500624698,1500624698,"2017-07-21",9.37792235147726E+18,"Organic Search","Not Socially Engaged",8,4990000
3,1500065820,1500065820,"2017-07-14",3.618728886312074E+17,"Referral","Not Socially Engaged",8,249000000
1,1495358161,1495358161,"2017-05-21",4.969961847843116E+18,"Direct","Not Socially Engaged",10,6990000
1,1495326134,1495326134,"2017-05-20",7.249980203886853E+16,"Direct","Not Socially Engaged",11,6990000
1,1495041074,1495041074,"2017-05-17",2.0653147885866604E+18,"Social","Not Socially Engaged",1,55990000
1,1494706707,1494706707,"2017-05-13",1.375619926580927E+18,"Social","Not Socially Engaged",1,0
100,1497534304,1497534304,"2017-06-15",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
1,1497465987,1497465987,"2017-06-14",9.023306787482103E+18,"Social","Not Socially Engaged",1,0
2,1494050864,1494050864,"2017-05-05",6.531967650277348E+18,"Social","Not Socially Engaged",1,0
1,1497537988,1497537988,"2017-06-15",8.358063082190591E+18,"Social","Not Socially Engaged",1,0
1,1498621689,1498621689,"2017-06-27",4.3250632665662945E+18,"Social","Not Socially Engaged",1,0
1,1500260129,1500260129,"2017-07-16",8.08092398917179E+18,"Social","Not Socially Engaged",2,0
1,1497521042,1497521042,"2017-06-15",9.249661672578585E+18,"Direct","Not Socially Engaged",1,0
1,1496279417,1496279417,"2017-05-31",4.2135855884770176E+18,"Organic Search","Not Socially Engaged",1,0
1,1496433253,1496433253,"2017-06-02",5.012339159117276E+18,"Direct","Not Socially Engaged",1,0
15,1495987907,1495987907,"2017-05-28",4.710451593046097E+18,"Organic Search","Not Socially Engaged",1,0
1,1497907058,1497907058,"2017-06-19",8.125977197115019E+18,"Direct","Not Socially Engaged",1,0
2,1499702309,1499702309,"2017-07-10",4.573460632481104E+18,"Organic Search","Not Socially Engaged",1,0
8,1496119521,1496119521,"2017-05-29",1.8695990902106813E+18,"Referral","Not Socially Engaged",1,0
2,1496193260,1496193260,"2017-05-30",2.2978366140942083E+18,"Direct","Not Socially Engaged",1,0
1,1497834439,1497834439,"2017-06-18",9.696766357894683E+18,"Organic Search","Not Socially Engaged",1,0
1,1496631186,1496631186,"2017-06-04",5.405762325082174E+18,"Organic Search","Not Socially Engaged",1,0
12,1497856517,1497856517,"2017-06-19",2.3389570543313946E+18,"Organic Search","Not Socially Engaged",1,0
2,1495476622,1495476622,"2017-05-22",1.0225107999941327E+18,"Direct","Not Socially Engaged",1,0
1,1500463486,1500463486,"2017-07-19",1.54200987901536E+18,"Organic Search","Not Socially Engaged",1,0
1,1500057678,1500057678,"2017-07-14",2.083125714018976E+18,"Organic Search","Not Socially Engaged",1,0
1,1501601833,1501601833,"2017-08-01",9.668861066465278E+18,"Organic Search","Not Socially Engaged",1,0
1,1501137228,1501137228,"2017-07-26",5.292603819683984E+17,"Organic Search","Not Socially Engaged",1,0
1,1497918207,1497918207,"2017-06-19",2.0270155053387633E+18,"Direct","Not Socially Engaged",1,0
1,1497688138,1497688138,"2017-06-17",4.4756771042097106E+18,"Organic Search","Not Socially Engaged",1,0
1,1495307263,1495307263,"2017-05-20",9.929314335194954E+18,"Organic Search","Not Socially Engaged",1,0
1,1500574277,1500574277,"2017-07-20",7.186396830325706E+18,"Referral","Not Socially Engaged",1,0
3,1499260160,1499260160,"2017-07-05",1.3339756387221087E+18,"Organic Search","Not Socially Engaged",1,0
1,1495033167,1495033167,"2017-05-17",3.4465581927249797E+18,"Direct","Not Socially Engaged",1,0
5,1499297598,1499297598,"2017-07-05",8.672697752104489E+17,"Referral","Not Socially Engaged",1,0
1,1494960957,1494960957,"2017-05-16",6.789629677373965E+18,"Organic Search","Not Socially Engaged",1,0
2,1494991923,1494991923,"2017-05-16",6.388092569961477E+18,"Organic Search","Not Socially Engaged",1,0
1,1494871462,1494871462,"2017-05-15",2.366543040666223E+18,"Direct","Not Socially Engaged",1,0
1,1494898701,1494898701,"2017-05-15",8.282116224708797E+18,"Organic Search","Not Socially Engaged",1,0
1,1494894389,1494894389,"2017-05-15",1.4962212930310925E+17,"Organic Search","Not Socially Engaged",1,0
1,1494980558,1494980558,"2017-05-16",8.677601865257267E+18,"Organic Search","Not Socially Engaged",1,0
1,1494967579,1494967579,"2017-05-16",5.63723903644451E+18,"Organic Search","Not Socially Engaged",1,0
1,1494871438,1494871438,"2017-05-15",5.455342892240432E+18,"Organic Search","Not Socially Engaged",1,0
3,1494991405,1494991405,"2017-05-16",4.854685276580451E+18,"Organic Search","Not Socially Engaged",1,0
2,1494891564,1494891564,"2017-05-15",3.4478955609673917E+18,"Organic Search","Not Socially Engaged",1,0
1,1494892299,1494892299,"2017-05-15",9.238091663977791E+18,"Organic Search","Not Socially Engaged",1,0
1,1494942512,1494942512,"2017-05-16",5.036257755127725E+18,"Organic Search","Not Socially Engaged",1,0
2,1494941033,1494941033,"2017-05-16",9.288136074697198E+18,"Organic Search","Not Socially Engaged",1,0
1,1494966303,1494966303,"2017-05-16",6.846905806392115E+18,"Organic Search","Not Socially Engaged",1,0
3,1495037394,1495037394,"2017-05-17",3.1320975881683154E+18,"Organic Search","Not Socially Engaged",1,0
1,1495036326,1495036326,"2017-05-17",8.782184295843588E+17,"Organic Search","Not Socially Engaged",1,0
1,1495035347,1495035347,"2017-05-17",6.355056105327645E+18,"Organic Search","Not Socially Engaged",1,0
1,1500816100,1500816100,"2017-07-23",7.075674044057042E+18,"Organic Search","Not Socially Engaged",1,0
1,1496205582,1496205582,"2017-05-30",4.65121744886393E+18,"Organic Search","Not Socially Engaged",1,0
1,1496755141,1496755141,"2017-06-06",8.059828675788659E+18,"Organic Search","Not Socially Engaged",1,0
2,1501419324,1501419324,"2017-07-30",6.204567307870462E+18,"Direct","Not Socially Engaged",1,0
2,1501378007,1501378007,"2017-07-29",1.5065402454409654E+18,"Organic Search","Not Socially Engaged",1,0
1,1501295087,1501295087,"2017-07-28",2.0858319545841178E+17,"Direct","Not Socially Engaged",1,0
1,1498250301,1498250301,"2017-06-23",7.086237316226986E+17,"Affiliates","Not Socially Engaged",2,0
1,1494940374,1494940374,"2017-05-16",3.8267077672975635E+17,"Organic Search","Not Socially Engaged",2,0
1,1501470061,1501470061,"2017-07-30",5.843259988073121E+18,"Organic Search","Not Socially Engaged",2,0
1,1500275467,1500275467,"2017-07-17",4.632217221459258E+18,"Direct","Not Socially Engaged",2,0
2,1497967043,1497967043,"2017-06-20",6.528305531849384E+18,"Direct","Not Socially Engaged",1,19990000
1,1494876898,1494876898,"2017-05-15",5.096817351792071E+17,"Organic Search","Not Socially Engaged",2,0
1,1501574913,1501574913,"2017-08-01",1.1284262668690483E+17,"Organic Search","Not Socially Engaged",3,0
1,1500508999,1500509115,"2017-07-19",9.659240080025053E+18,"Direct","Not Socially Engaged",3,0
1,1500965476,1500965476,"2017-07-24",2.7141725639104584E+18,"Referral","Not Socially Engaged",3,0
1,1494427999,1494427999,"2017-05-10",2.8270440666306007E+18,"Direct","Not Socially Engaged",2,10990000
1,1499344339,1499344339,"2017-07-06",8.544908121214467E+18,"Direct","Not Socially Engaged",2,1990000
1,1499132646,1499132646,"2017-07-03",3.643235047624096E+17,"Direct","Not Socially Engaged",2,55990000
1,1501174309,1501174309,"2017-07-27",5.350309036877723E+17,"Direct","Not Socially Engaged",4,0
1,1501497021,1501497021,"2017-07-31",1.9502939225655226E+17,"Referral","Not Socially Engaged",5,0
1,1495331187,1495331187,"2017-05-20",2.0495756666627837E+18,"Direct","Not Socially Engaged",5,6990000
72,1495270815,1495270815,"2017-05-20",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
1,1494640894,1494640894,"2017-05-12",7.87300881441134E+18,"Social","Not Socially Engaged",1,0
101,1497628230,1497628230,"2017-06-16",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
1,1496001469,1496001469,"2017-05-28",8.778733542231488E+17,"Social","Not Socially Engaged",1,0
1,1494708238,1494708238,"2017-05-13",3.8110700172068823E+18,"Social","Not Socially Engaged",1,0
71,1495209643,1495209643,"2017-05-19",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
